code,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2020,2021
JPN,0.0675,0.0675,0.0651,0.0651,0.0722,0.0724,0.0705,0.0603,0.0583,0.103,0.103,0.078,0.081,0.049,0.061
KAZ,0.0888,0.0888,0.0731,0.0731,0.0799,0.0801,0.1458,0.1458,0.1662,0.148,0.153,0.13,0.13,0.13,0.141
KEN,0.0528,0.0528,0.0319,0.0447,0.0774,0.0773,0.0786,0.1157,0.1969,0.182,0.182,0.147,0.159,0.169,0.193
KGZ,0.0353,0.0353,0.1636,0.1636,0.1347,0.1318,0.1383,0.1383,0.1506,0.153,0.132,0.13,0.13,0.13,0.108
KHM,0.0525,0.0525,0.0933,0.0786,0.1095,0.1093,0.0916,0.0916,0.0911,0.098,0.098,0.104,0.102,0.103,0.111
KOR,0.0673,0.0673,0.0714,0.0714,0.0969,0.0972,0.1015,0.1046,0.1117,0.107,0.12,0.134,0.134,0.179,0.214
KWT,0.0047,0.0099,0.0224,0.0435,0.0435,0.0435,0.0165,0.037,0.0275,0.022,0.022,0.027,0.027,0.053,0.022
LAO,,,,,,,,0.1355,0.1355,0.132,0.146,0.137,0.137,0.15,0.146
LBN,,,,,0.0283,0.0282,0.0099,0.0099,0.01,0.021,0.021,0.019,0.024,0.024,0.129
LBR,,,,,,,,,0.2062,0.216,0.23,0.236,0.236,0.218,0.255
LKA,0.3652,0.3652,0.4164,0.4164,0.4103,0.4126,0.3151,0.2744,0.1965,0.193,0.196,0.188,0.188,0.193,0.167
LSO,0.1362,0.1903,0.2173,0.2173,0.2128,0.213,0.2474,0.257,0.1813,0.172,0.172,0.147,0.143,0.137,0.165
LTU,0.1405,0.1553,0.1726,0.1483,0.1283,0.1376,0.1469,0.1826,0.1714,0.227,0.239,0.241,0.254,0.207,0.429
LUX,0.1353,0.1353,0.1353,0.1444,0.1673,0.1673,0.1931,0.1757,0.2123,0.212,0.212,0.184,0.184,0.206,0.247
LVA,0.2207,0.233,0.2332,0.2332,0.2404,0.23,0.2875,0.2875,0.3038,0.246,0.255,0.246,0.246,0.355,0.313
MDA,0.1172,0.1172,0.1184,0.1372,0.124,0.0988,0.1043,0.1043,0.1802,0.195,0.196,0.176,0.176,0.264,0.286
MDG,0.0385,0.0385,0.0619,0.0675,0.0821,0.0957,0.1547,0.1547,0.2056,0.142,0.142,0.127,0.127,0.151,0.2
MDV,,0.0753,0.0834,0.0631,0.0392,0.0392,0.089,0.089,0.0723,0.055,0.055,0.072,0.072,0.111,0.121
MEX,0.1333,0.1161,0.1399,0.1348,0.139,0.139,0.1759,0.2463,0.238,0.281,0.281,0.276,0.335,0.468,0.468
MKD,0.1733,0.1733,0.1681,0.1626,0.1769,0.166,0.1789,0.2007,0.174,0.178,0.178,0.209,0.241,0.248,0.267
MLI,0.0913,0.0913,0.1093,0.1093,0.1026,0.1048,0.0835,0.0769,0.0755,0.086,0.086,0.118,0.118,0.171,0.172
MLT,0.1256,0.1256,0.1237,0.1237,0.1611,0.1611,0.1494,0.1716,0.1447,0.128,0.14,0.146,0.159,0.184,0.192
MMR,,,,,,,,,,,,0.059,0.069,0.08,0.113
MNE,,,,,,,,,0.1033,0.114,0.114,0.157,0.157,0.161,0.212
MNG,0.0456,0.0456,0.0839,0.0752,0.0317,0.0318,0.0318,0.0734,0.1037,0.084,0.084,0.102,0.102,0.102,0.122
MOZ,,0.2256,0.2948,0.3047,0.3455,0.3457,0.3533,0.3533,0.3581,0.361,0.361,0.34,0.34,0.362,0.494
MRT,0.0366,0.0923,0.1216,0.1216,0.1621,0.162,0.1201,0.1201,0.1413,0.195,0.195,0.214,0.189,0.194,0.147
MUS,0.0854,0.0854,0.0914,0.0914,0.0909,0.0992,0.0954,0.0959,0.0971,0.078,0.087,0.09,0.097,0.094,0.144
MWI,0.09,0.09,0.1235,0.1586,0.1742,0.174,0.1569,0.166,0.225,0.113,0.113,0.152,0.152,0.162,0.164
MYS,0.0558,0.0558,0.0631,0.0631,0.0517,0.0517,0.053,0.053,0.0523,0.051,0.051,0.058,0.072,0.108,0.102
NAM,0.172,0.172,0.1964,0.1964,0.1918,0.178,0.1727,0.1727,0.1755,0.287,0.299,0.318,0.375,0.369,0.463
NER,,,,,,,,,,,,,,,0.155
NGA,0.0486,0.0519,0.096,0.096,0.0497,0.0384,0.1193,0.119,0.1045,0.097,0.097,0.052,0.052,0.032,0.047
NIC,0.1918,0.1813,0.2616,0.2616,0.3037,0.304,0.4889,0.4889,0.5439,0.506,0.506,0.576,0.576,0.565,0.606
NLD,0.3186,0.3186,0.3241,0.3415,0.2883,0.2766,0.3362,0.3191,0.4116,0.401,0.401,0.323,0.323,0.276,0.375
NOR,0.4945,0.4945,0.533,0.533,0.5614,0.5616,0.5616,0.5616,0.5444,0.559,0.576,0.53,0.563,0.598,0.64
NPL,0.0392,0.0845,0.2144,0.2157,0.1743,0.1745,0.1989,0.1989,0.1756,0.169,0.175,0.155,0.185,0.227,0.241
NZL,0.3173,0.3307,0.3899,0.3934,0.3792,0.3797,0.3703,0.3703,0.3872,0.39,0.39,0.43,0.472,0.474,0.63
OMN,,0.0351,0.0247,0.0247,0.0256,0.0256,0.0221,0.0221,0.0214,0.021,0.021,,0.02,0.021,0.041
PAK,0.1477,0.1477,0.1465,0.1465,0.1545,0.1547,0.1636,0.1487,0.1273,0.127,0.127,0.127,0.127,0.159,0.154
PAN,0.1526,0.1526,0.1855,0.1522,0.1677,0.1679,0.1811,0.1811,0.192,0.214,0.214,0.222,0.222,0.222,0.252
PER,0.1653,0.1653,0.2348,0.2246,0.1926,0.1622,0.1417,0.1417,0.2941,0.173,0.194,0.277,0.282,0.247,0.31
PHL,0.2695,0.2829,0.2741,0.2915,0.3212,0.3314,0.3515,0.376,0.3682,0.382,0.386,0.416,0.416,0.353,0.362
PNG,,,,,,,,,,,,,,0,0
POL,0.1067,0.1067,0.1784,0.1784,0.1843,0.1843,0.1786,0.1786,0.1609,0.213,0.238,0.23,0.23,0.256,0.171
PRT,0.1379,0.1379,0.1613,0.1613,0.2328,0.2278,0.1834,0.1834,0.2124,0.244,0.268,0.24,0.24,0.278,0.39
PRY,0.1444,0.1444,0.0921,0.1019,0.1129,0.1129,0.0633,0.0847,0.1371,,0.075,0.094,0.1,0.122,0.164
QAT,,0.0206,0.0206,0.0206,0,0,0,0,0.013,0.013,0.013,0.016,0.05,0.052,0.053
ROU,0.0744,0.0744,0.0321,0.0399,0.0562,0.0563,0.0885,0.097,0.119,0.09,0.09,0.159,0.162,0.19,0.1
RUS,0.0337,0.0337,0.0764,0.0764,0.0999,0.0999,0.0951,0.0951,0.0662,0.066,0.066,0.085,0.085,0.095,0.085
RWA,,,,,,,,,0.4762,0.452,0.452,0.539,0.539,0.563,0.563
SAU,0,0,0,0,0,0,0,0.0769,0.0768,0.077,0.077,0.077,0.077,0.077,0.077
SEN,,,,0.1411,0.1274,0.1429,0.1887,0.3286,0.3077,0.316,0.316,0.308,0.308,0.32,0.327
SGP,0.0833,0.1005,0.1005,0.1005,0.1076,0.1014,0.0951,0.0989,0.1201,0.119,0.111,0.11,0.113,0.159,0.208
SLE,,,,,,,,,,,,,0.083,0.1,0.083
SLV,0.197,0.197,0.2194,0.23,0.1178,0.1176,0.1409,0.1409,0.1358,0.214,0.214,0.214,0.206,0.262,0.347
SRB,,,,,,,0.1921,0.2089,0.1957,0.242,0.242,0.262,0.272,0.276,0.437
SUR,,0.1391,0.1555,0.1555,0.1539,0.0843,0.0723,0.0723,0.0558,0.12,0.12,0.177,0.177,0.232,0.252
SVK,0.0774,0.0774,0.1121,0.1121,0.0941,0.1059,0.122,0.1284,0.1061,0.087,0.093,0.135,0.135,0.231,0.184
SVN,0.0597,0.0597,0.096,0.1005,0.1229,0.1227,0.1677,0.1702,0.2214,0.385,0.385,0.44,0.361,0.196,0.184
SWE,0.5501,0.5252,0.4994,0.4994,0.4706,0.4557,0.4976,0.4976,0.5005,0.486,0.486,0.486,0.512,0.525,0.522
SWZ,,,,,,,,,0.1086,0.109,0.109,0.109,,0.138,0.147
SYR,,0.0589,0.0603,0.0603,0.0603,0.0603,0.0697,0.0697,0.0662,0.059,0.063,0.063,0.063,0.085,0.067
TCD,0.0537,0.0537,0.0685,0.0685,0.0352,0.0638,0.0796,0.0883,0.0983,0.093,0.093,0.087,0.097,0.141,0.118
TGO,,,,,,,,,,,,,0.128,0.111,0.185
THA,0.0581,0.0501,0.0685,0.0685,0.0829,0.0828,0.0898,0.0992,0.07,0.057,0.057,0.072,0.074,0.086,0.084
TJK,,0.0736,0.0811,0.0811,0.0929,0.0881,0.0891,0.0891,0.0893,0.104,0.104,0.088,0.088,0.088,0.112
TLS,,,,,,,0.2219,,,,0.229,0.205,0.216,0.249,0.238
TTO,0.1296,0.1296,0.2547,0.2547,0.2549,0.2642,0.1993,0.2092,0.1805,0.201,0.218,,,0.329,0.319
TUN,0.1104,0.1104,0.1105,0.1105,0.1278,0.1278,,,0.1306,0.17,0.17,0.216,0.216,0.201,0.212
TUR,0.0516,0.0516,0.0675,0.0675,0.0769,0.0972,0.0868,0.0868,0.0877,0.103,0.09,0.088,0.101,0.124,0.123
TZA,0.1803,0.1803,0.1998,0.1998,0.228,0.2653,0.2684,0.2684,0.3173,0.292,0.296,0.239,0.245,0.254,0.235
UGA,0.207,0.207,0.2333,0.2333,0.2586,0.2824,0.2839,0.2839,0.2837,0.271,0.26,0.305,0.305,0.309,0.296
UKR,0.0505,0.0505,0.0507,0.0602,0.0645,0.0648,0.0535,0.0587,0.1012,0.098,0.098,0.107,0.107,0.171,0.147
URY,0.0387,0.0387,0.1415,0.1415,0.1227,0.1229,0.0617,0.0617,0.088,0.101,0.101,0.216,0.216,0.274,0.14
USA,0.0968,0.1016,0.1398,0.1398,0.1861,0.1857,0.1557,0.1593,0.1847,0.162,0.162,0.124,0.125,0.164,0.329
UZB,0.0749,0.0749,0.0794,0.0794,,,,,,,,,,,
VEN,0.1069,0.1097,0.1382,0.1382,0.1521,0.15,0.2196,0.2196,0.1108,0.139,0.127,0.167,0.167,0.191,0.199
VNM,,0.1484,0.1184,0.1184,0.1182,0.1107,0.1247,0.1247,0.1241,0.124,0.138,0.124,0.124,0.123,0.113
VUT,,,,,,,,,,,,,,0,0
YEM,0.0083,0.0083,0.0159,0.0159,0.0165,0.0164,0.0227,0.0227,0.025,0.026,0.026,0.014,0.014,0.018,0.001
ZAF,0.3258,0.3258,0.3534,0.4492,0.3773,0.3773,0.3919,0.3919,0.3969,0.4,0.404,0.399,0.404,0.497,0.493
ZMB,0.1354,0.1354,0.105,0.105,0.0999,0.0999,0.0732,0.0732,0.081,0.107,,,,0.174,0.18
ZWE,0.1016,0.1047,0.0964,0.1036,0.111,0.1112,,,0.1732,0.175,0.175,0.197,0.19,0.238,0.21
Grand Total,0.138409565,0.137601563,0.156483721,0.159508209,0.160658209,0.163085185,0.171105185,0.177383088,0.187319014,0.194506944,0.197201389,0.203215278,0.204231293,0.218339869,0.234923077
